Date,Open,High,Low,Close,Volume
2022-03-28,103.6911,109.5805,102.436,107.2633,35856686.0
2022-03-29,108.8081,110.8356,108.3254,109.5805,28129247.0
2022-03-30,111.0287,111.7045,108.7115,109.9667,43050119.0
2022-03-31,110.9321,110.9321,105.9117,108.2288,26780152.0
2022-04-01,103.1118,105.9117,102.0498,105.9117,38709405.0
2022-04-04,106.7806,110.6425,106.2013,109.7736,41875311.0
2022-04-06,105.3324,106.0082,103.4015,103.8842,46638063.0
2022-04-07,102.7257,105.1393,101.5671,101.5671,35575706.0
2022-04-08,99.25,100.2154,97.9949,100.2154,38153586.0
2022-04-11,99.25,99.4431,94.4709,95.0985,40131164.0
2022-04-12,95.0985,97.1259,93.0227,95.5812,39683531.0
2022-04-13,95.0019,96.0639,93.6503,95.0985,24650087.0
2022-04-14,94.2778,94.6157,90.609,92.2021,52348941.0
2022-04-19,89.3539,90.2229,87.7609,88.3402,34060706.0
2022-04-20,87.954,89.7401,87.1816,87.5678,24190299.0
2022-04-21,85.6852,86.6024,83.5129,84.8645,37481397.0
2022-04-22,80.6165,84.3335,80.5199,83.6577,33414007.0
2022-04-25,81.8716,82.0164,78.3959,79.0234,43001305.0
2022-04-26,81.5819,84.8645,80.8578,81.9681,38304821.0
2022-04-27,81.4371,82.4991,80.1337,81.6302,27917828.0
2022-04-28,84.9611,85.4921,83.3198,85.2024,40675166.0
2022-04-29,85.2024,100.2154,84.1404,98.5741,102134425.0
2022-05-03,96.5467,99.5396,89.3057,96.8363,103238870.0
2022-05-04,95.0985,95.1467,92.54,93.2158,29177225.0
2022-05-05,96.0639,97.6087,92.8779,93.3606,27991225.0
2022-05-06,88.8712,89.6436,86.2162,87.2299,50887668.0
2022-05-10,80.6165,84.1887,80.2786,83.0301,64139439.0
2022-05-11,80.8096,84.9128,80.713,82.6922,63211009.0
2022-05-12,79.0234,79.6993,77.1408,77.2373,69966835.0
2022-05-13,79.3614,79.9889,78.4442,79.3614,53688518.0
2022-05-16,83.0301,83.2715,80.2303,81.6785,37186669.0
2022-05-17,84.4783,88.6298,83.6577,87.423,65364000.0
2022-05-18,87.423,87.423,84.768,86.892,40887159.0
2022-05-19,82.0647,82.4509,79.8924,80.4716,63967045.0
2022-05-20,83.3198,85.7334,82.6439,85.0093,37411832.0
2022-05-23,83.2232,83.5611,80.9544,82.1612,48116001.0
2022-05-24,81.8716,83.3198,80.0372,80.713,41592157.0
2022-05-25,79.1683,81.244,78.5407,79.5062,39360501.0
2022-05-26,79.1683,79.1683,76.8994,78.2993,44520428.0
2022-05-27,87.8575,89.2091,86.7472,87.8575,94943603.0
2022-05-30,88.5333,91.6228,88.1471,91.6228,58244941.0
2022-05-31,91.3331,94.133,89.8849,92.9262,87590516.0
2022-06-01,92.6848,92.8779,90.7539,91.3331,34758451.0
2022-06-02,88.5816,89.7884,87.8575,89.1126,38921083.0
2022-06-06,89.6436,95.195,88.0988,93.602,61560025.0
2022-06-07,93.602,98.2845,92.8296,95.3881,88847430.0
2022-06-08,99.8293,106.5875,98.9603,105.0428,116293353.0
2022-06-09,112.1872,112.2838,104.3669,107.4564,113806634.0
2022-06-10,103.8842,111.9941,103.3049,108.9046,107826465.0
2022-06-13,102.5326,104.6566,99.9258,100.2154,85883479.0
2022-06-14,95.726,98.8638,93.8434,97.7052,79243938.0
2022-06-15,101.374,103.0153,100.6982,101.9533,62840727.0
2022-06-16,104.56,106.0082,96.9329,98.8638,51964072.0
2022-06-17,96.6432,101.1809,96.5467,100.8913,98242313.0
2022-06-20,98.4776,100.9878,96.2088,100.7947,64777753.0
2022-06-21,100.8913,102.436,99.8293,102.1464,56377679.0
2022-06-22,101.1809,101.4705,97.9949,97.9949,56378203.0
2022-06-23,101.2775,106.1048,99.8293,104.2704,80541807.0
2022-06-24,108.7115,111.5114,107.6495,109.9667,88759544.0
2022-06-27,113.2492,116.2422,112.0907,114.0216,98194624.0
2022-06-28,113.5389,114.9871,108.7115,114.0216,70432843.0
2022-06-29,110.5459,112.2838,109.0977,110.5459,54735988.0
2022-06-30,109.677,110.4494,106.8772,108.0357,47263509.0
2022-07-04,107.7461,110.1597,105.6221,109.2908,38788782.0
2022-07-05,112.2838,114.3113,110.739,111.2218,45974352.0
2022-07-06,114.8905,114.8905,110.6425,112.9596,52058276.0
2022-07-07,111.3183,113.4423,109.5805,112.67,40428095.0
2022-07-08,117.7869,117.7869,115.6629,116.8215,58168745.0
2022-07-11,113.2492,113.8285,108.1323,110.0632,59279763.0
2022-07-12,104.56,105.8151,103.4015,104.0773,61833006.0
2022-07-13,103.7877,105.7186,103.3049,103.6911,37018374.0
2022-07-14,104.0773,106.5875,103.7877,104.9462,39688425.0
2022-07-15,98.9603,102.436,98.5741,98.6707,60291037.0
2022-07-18,97.319,100.6982,96.4018,100.312,54210503.0
2022-07-19,98.2845,98.6707,96.6432,97.4156,40614536.0
2022-07-20,101.1809,102.0498,99.6362,99.6362,40062258.0
2022-07-21,99.25,100.4085,97.7052,98.4776,38969577.0
2022-07-22,99.1534,100.1189,98.188,98.5741,25271063.0
2022-07-25,96.5467,97.2225,95.6777,96.1605,41783554.0
2022-07-26,99.4431,102.436,98.9603,100.7947,62335905.0
2022-07-27,97.5121,97.7052,96.4501,97.5121,59523684.0
2022-07-28,97.319,97.319,95.6777,95.726,47788609.0
2022-07-29,95.2916,95.2916,88.5333,89.8849,101884460.0
2022-08-01,85.0576,88.485,84.768,86.5058,90581313.0
2022-08-02,85.9265,85.9265,83.1267,84.0439,67822076.0
2022-08-03,87.7126,88.6781,86.1196,87.2299,43309986.0
2022-08-04,92.2503,92.8779,90.1263,91.7193,52297501.0
2022-08-05,92.1055,92.3469,88.7264,89.6919,50440861.0
2022-08-08,86.892,87.1334,85.4438,85.7334,47770883.0
2022-08-09,86.892,88.5333,85.3955,86.5058,44942429.0
2022-08-10,86.2644,86.5541,83.8025,84.9128,37209371.0
2022-08-11,87.8575,89.2091,86.3127,88.5816,52998669.0
2022-08-12,89.6919,90.1746,88.0988,89.6919,26387695.0
2022-08-15,88.6298,90.5608,88.5333,88.5816,23076972.0
2022-08-16,88.8229,89.2091,85.4921,86.8437,33043745.0
2022-08-17,87.6644,88.2437,86.5541,87.2299,24355633.0
2022-08-18,85.9265,85.9748,84.4783,85.2024,41421479.0
2022-08-19,84.9611,87.1334,84.8162,86.4093,26850751.0
2022-08-22,84.768,86.6506,84.6714,85.4438,34067261.0
2022-08-23,85.9265,86.2162,83.7542,85.3473,36228033.0
2022-08-24,83.8508,84.4783,82.5474,83.2715,35976874.0
2022-08-25,86.892,91.9124,85.83,90.5608,66382425.0
2022-08-26,94.2778,94.2778,91.4297,92.4917,54668306.0
2022-08-29,91.478,93.4572,90.5608,91.8642,37070401.0
2022-08-30,92.1055,92.1538,89.4988,91.9124,35706777.0
2022-08-31,88.7264,93.5537,88.3402,91.0435,52002425.0
2022-09-01,90.609,92.2503,88.6781,89.016,41471390.0
2022-09-02,88.8229,89.547,87.0851,87.5196,40477868.0
2022-09-05,86.4093,86.4093,84.5266,85.4438,35505940.0
2022-09-06,85.7817,86.4093,84.1887,85.0093,29242315.0
2022-09-07,83.1267,84.8162,82.9819,84.3818,28479263.0
2022-09-08,85.4438,86.1196,83.7542,84.1887,33528981.0
2022-09-09,84.1887,87.2299,83.5611,86.6989,31544613.0
2022-09-13,88.6298,89.1126,87.6644,88.0506,41280098.0
2022-09-14,84.768,85.2507,83.8991,84.0921,35250138.0
2022-09-15,83.8991,85.4921,83.8991,85.0576,21920813.0
2022-09-16,83.706,84.6232,83.0784,83.8025,39457544.0
2022-09-19,82.1129,82.5474,80.3268,80.8096,41066371.0
2022-09-20,82.3543,84.3335,82.1612,83.2232,36089021.0
2022-09-21,81.1957,81.244,79.7475,80.182,37225757.0
2022-09-22,77.2373,78.2028,76.9477,78.058,49260960.0
2022-09-23,76.4167,77.5752,75.6926,75.6926,45213463.0
2022-09-26,74.7271,77.527,74.0513,75.9822,47488911.0
2022-09-27,75.8857,76.465,73.4237,75.2099,49807775.0
2022-09-28,73.9065,74.5823,71.879,72.1204,53790769.0
2022-09-29,76.127,76.465,73.2306,74.1961,62711018.0
2022-09-30,74.6306,76.0305,73.2789,75.2581,46992673.0
2022-10-03,75.2099,76.0305,74.1478,74.9685,30742228.0
2022-10-05,79.1683,81.6785,78.589,81.2923,65113124.0
2022-10-06,80.1337,81.6302,79.7958,80.2786,29151683.0
2022-10-07,78.8786,79.9406,78.3959,78.5407,27043107.0
2022-10-10,76.5132,76.8029,75.3064,75.9822,28520208.0
2022-10-11,75.4512,75.8857,72.9893,73.3755,39298810.0
2022-10-12,71.9273,74.6788,69.8032,71.7824,56354876.0
2022-10-13,71.7824,72.3617,70.0929,70.2377,25774888.0
2022-10-14,71.4445,73.472,69.8515,70.7204,43037199.0
2022-10-17,69.6584,72.0721,68.4516,70.6722,45035937.0
2022-10-18,72.6996,73.7617,71.2997,73.3755,35967664.0
2022-10-19,72.5065,72.9893,69.9963,70.1894,39088213.0
2022-10-20,66.6172,68.7412,65.6517,67.4861,63153613.0
2022-10-21,67.6792,68.6447,66.9551,67.1965,55066786.0
2022-10-24,63.7208,64.9276,58.7004,59.521,169668961.0
2022-10-25,59.7141,63.6725,58.1694,61.4037,102026681.0
2022-10-26,59.6658,62.4174,59.1348,60.1486,93276020.0
2022-10-27,65.2173,65.6035,62.4174,62.6105,91203977.0
2022-10-28,62.0312,62.3209,58.7969,59.6176,69414690.0
2022-10-31,58.8935,62.3209,58.2176,59.3279,65768272.0
2022-11-01,60.8727,65.8931,60.6796,63.8173,112728864.0
2022-11-02,63.045,65.6517,61.9347,65.0725,44674540.0
2022-11-03,61.4037,62.7553,60.6796,60.8244,58022487.0
2022-11-04,61.7899,73.5686,61.7899,67.4861,151997251.0
2022-11-07,64.3966,69.3205,64.0104,67.293,99793174.0
2022-11-08,66.3758,66.6172,64.107,64.7828,64928791.0
2022-11-09,64.3966,65.4104,62.9002,63.7208,63076446.0
2022-11-10,61.6933,62.2726,60.4382,60.8244,58517362.0
2022-11-11,66.3758,68.9826,64.7345,68.355,110961720.0
2022-11-14,70.4791,71.1549,67.5827,68.5964,93784730.0
2022-11-15,68.5481,78.058,67.3413,76.1753,187288574.0
2022-11-16,75.065,78.0097,74.3409,76.0788,100509510.0
2022-11-17,74.3409,76.9477,71.4445,75.5478,89532516.0
2022-11-18,80.3751,80.6165,76.5132,77.1891,110896755.0
2022-11-21,74.4858,74.6306,72.41,73.5203,49675006.0
2022-11-22,72.6031,73.0858,69.7067,70.5756,60909746.0
2022-11-23,71.2032,73.8099,70.5273,72.7962,54202563.0
2022-11-24,74.0513,74.534,72.3135,73.7617,31644335.0
2022-11-25,73.2789,73.3755,71.2997,72.1686,28359869.0
2022-11-28,68.1619,70.817,67.3896,69.7067,65982901.0
2022-11-29,71.1066,76.0788,70.6722,76.0305,94542048.0
2022-11-30,75.0168,78.1063,73.8099,77.1408,109081005.0
2022-12-01,82.6439,83.8991,79.6027,79.9406,106301600.0
2022-12-02,80.713,82.7888,80.0855,81.8716,74134786.0
2022-12-05,85.7334,89.6436,84.237,89.4505,132953207.0
2022-12-06,85.1059,88.5816,85.1059,86.7472,66889543.0
2022-12-07,86.1196,88.8229,81.8716,82.1129,83595457.0
2022-12-08,83.8025,87.954,83.3198,86.3127,70524387.0
2022-12-09,87.5196,89.9815,85.7817,88.6781,85186929.0
2022-12-12,86.6989,87.7609,84.5749,85.299,48772508.0
2022-12-13,84.6714,87.1334,84.0921,85.299,49026085.0
2022-12-14,86.6024,87.3747,85.4921,86.4093,42497183.0
2022-12-15,85.4438,85.4921,82.2578,82.9336,46551464.0
2022-12-16,81.244,85.6852,81.244,83.4646,77057783.0
2022-12-19,83.8991,87.6644,83.4163,84.0439,70038366.0
2022-12-20,82.0647,82.5957,79.651,81.1475,57291122.0
2022-12-21,81.5337,82.4509,80.8096,81.5337,31475853.0
2022-12-22,83.5129,86.0714,83.4646,84.8645,53772623.0
2022-12-23,82.4509,84.5266,82.4509,83.5129,34114821.0
2022-12-28,84.2852,86.2644,84.2852,84.6714,55669943.0
2022-12-29,82.4509,82.8853,81.7268,82.5957,44950446.0
2022-12-30,84.2852,85.2507,82.7405,83.2715,35928445.0
